"","Name","Link","OverallRating","StartingPrice","DistanceFromCityCentre"
"298","Very Hostel Namba","https://www.hostelworld.com/hosteldetails.php/Very-Hostel-Namba/Osaka/275642",9.5,"CA$29.93","4.9km from city centre  - Show on Map"
"299","New World Inn","https://www.hostelworld.com/hosteldetails.php/New-World-Inn/Osaka/276006",8.2,"CA$20.36","6.5km from city centre  - Show on Map"
"300","J-Hoppers Osaka Universal","https://www.hostelworld.com/hosteldetails.php/J-Hoppers-Osaka-Universal/Osaka/264538",9.1,"CA$29.63","6.4km from city centre  - Show on Map"
"301","Hostel Jin","https://www.hostelworld.com/hosteldetails.php/Hostel-Jin/Osaka/274869",9.6,"CA$29.93","4.3km from city centre  - Show on Map"
"302","Beehive Hostel Osaka","https://www.hostelworld.com/hosteldetails.php/Beehive-Hostel-Osaka/Osaka/265783",9.4,"CA$34.72","3.4km from city centre  - Show on Map"
"303","Osaka Guesthouse Nest","https://www.hostelworld.com/hosteldetails.php/Osaka-Guesthouse-Nest/Osaka/271107",9.5,"CA$17.96","6.7km from city centre  - Show on Map"
"304","Peace House Showa","https://www.hostelworld.com/hosteldetails.php/Peace-House-Showa/Osaka/37275",8.9,"CA$14.37","6.8km from city centre  - Show on Map"
"305","Bon Hostel","https://www.hostelworld.com/hosteldetails.php/Bon-Hostel/Osaka/293171",9.4,"CA$17.96","5.6km from city centre  - Show on Map"
"306","Dotombori Base","https://www.hostelworld.com/hosteldetails.php/Dotombori-Base/Osaka/279121",8,"CA$21.55","4.3km from city centre  - Show on Map"
"307","Umbrella House Osaka","https://www.hostelworld.com/hosteldetails.php/Umbrella-House-Osaka/Osaka/272905",8,"CA$27.54","8.5km from city centre  - Show on Map"
"308","Peace House Sachi","https://www.hostelworld.com/hosteldetails.php/Peace-House-Sachi/Osaka/82354",9.1,"CA$14.37","6.5km from city centre  - Show on Map"
"309","Peace House Abeno","https://www.hostelworld.com/hosteldetails.php/Peace-House-Abeno/Osaka/272406",8.8,"CA$14.37","6.9km from city centre  - Show on Map"
"310","Hostel Q","https://www.hostelworld.com/hosteldetails.php/Hostel-Q/Osaka/82301",8.1,"CA$34.72","4.2km from city centre  - Show on Map"
"311","iloha Hostel Namba Shinsaibashi","https://www.hostelworld.com/hosteldetails.php/iloha-Hostel-Namba-Shinsaibashi/Osaka/280023",8.7,"CA$25.14","3.7km from city centre  - Show on Map"
"312","Hostel ViAGGiO","https://www.hostelworld.com/hosteldetails.php/Hostel-ViAGGiO/Osaka/277736",8,"CA$26.34","5.1km from city centre  - Show on Map"
"313","Shell Nell namba","https://www.hostelworld.com/hosteldetails.php/Shell-Nell-namba/Osaka/270314",8.7,"CA$11973.58","4.8km from city centre  - Show on Map"
"314","Hostel moku-moku","https://www.hostelworld.com/hosteldetails.php/Hostel-moku-moku/Osaka/267155",8.9,"CA$41.91","4km from city centre  - Show on Map"
"315","Qoo Hostel Osaka","https://www.hostelworld.com/hosteldetails.php/Qoo-Hostel-Osaka/Osaka/293350",8.3,"CA$21.55","5.5km from city centre  - Show on Map"
"316","Shin-Osaka Tomato Guest House","https://www.hostelworld.com/hosteldetails.php/Shin-Osaka-Tomato-Guest-House/Osaka/78230",8.3,"CA$17.36","1.9km from city centre  - Show on Map"
"317","White Hostel Shinsaibashi","https://www.hostelworld.com/hosteldetails.php/White-Hostel-Shinsaibashi/Osaka/290594",8.9,"CA$28.74","3.8km from city centre  - Show on Map"
"318","Bonsai Guest House","https://www.hostelworld.com/hosteldetails.php/Bonsai-Guest-House/Osaka/41901",9,"CA$21.55","5.9km from city centre  - Show on Map"
"319","Hotel Taiyo","https://www.hostelworld.com/hosteldetails.php/Hotel-Taiyo/Osaka/8135",7.4,"CA$17.96","6.5km from city centre  - Show on Map"
"320","Osaka Hostel Kai","https://www.hostelworld.com/hosteldetails.php/Osaka-Hostel-Kai/Osaka/272906",8.1,"CA$31.13","2.8km from city centre  - Show on Map"
"321","Hostel J Culture 168","https://www.hostelworld.com/hosteldetails.php/Hostel-J-Culture-168/Osaka/280272",9.4,"CA$35.92","5.3km from city centre  - Show on Map"
"322","Sun Village Tamatsukuri","https://www.hostelworld.com/hosteldetails.php/Sun-Village-Tamatsukuri/Osaka/289669",8.9,"CA$19.16","4.8km from city centre  - Show on Map"
"323","Capsule Hotel Asahi Plaza Shinsaibashi","https://www.hostelworld.com/hosteldetails.php/Capsule-Hotel-Asahi-Plaza-Shinsaibashi/Osaka/31163",9.3,"CA$35.92","4km from city centre  - Show on Map"
"324","Guesthouse Morizou Female only","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Morizou-Female-only/Osaka/100428",8.9,"CA$23.95","3.7km from city centre  - Show on Map"
"325","Casa Macondo","https://www.hostelworld.com/hosteldetails.php/Casa-Macondo/Osaka/282626",7.4,"CA$26.34","5km from city centre  - Show on Map"
"326","Ken's House","https://www.hostelworld.com/hosteldetails.php/Ken-s-House/Osaka/99778",7.7,"CA$23.95","4.7km from city centre  - Show on Map"
"327","B&S Eco Cube Shinsaibashi","https://www.hostelworld.com/hosteldetails.php/B-and-S-Eco-Cube-Shinsaibashi/Osaka/75085",6.7,"CA$31.13","4km from city centre  - Show on Map"
"328","Bonfire Hostel Osaka","https://www.hostelworld.com/hosteldetails.php/Bonfire-Hostel-Osaka/Osaka/267245",9,"CA$21.31","9.5km from city centre  - Show on Map"
"329","Guesthouse Fujitatami","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Fujitatami/Osaka/279735",9.6,"CA$35.92","26.6km from city centre  - Show on Map"
"330","Hotel Sun`Plaza 2","https://www.hostelworld.com/hosteldetails.php/Hotel-SunPlaza-2/Osaka/31113",7.9,"CA$12.57","6.5km from city centre  - Show on Map"
"331","Goen Lounge&Stay","https://www.hostelworld.com/hosteldetails.php/Goen-LoungeStay/Osaka/271766",9.4,"CA$23.71","18.2km from city centre  - Show on Map"
"332","Hotel Mikado","https://www.hostelworld.com/hosteldetails.php/Hotel-Mikado/Osaka/13657",6.3,"CA$23.95","6.5km from city centre  - Show on Map"
"333","Hotel Shin-Imamiya","https://www.hostelworld.com/hosteldetails.php/Hotel-Shin-Imamiya/Osaka/270649",7.1,"CA$20.12","6.3km from city centre  - Show on Map"
"334","Hotel Sun Plaza","https://www.hostelworld.com/hosteldetails.php/Hotel-Sun-Plaza/Osaka/30958",0,"CA$15.57","6.3km from city centre  - Show on Map"
"335","Shin-Osaka Youth Hostel","https://www.hostelworld.com/hosteldetails.php/Shin-Osaka-Youth-Hostel/Osaka/32470",8.9,"CA$38.32","2.8km from city centre  - Show on Map"
"336","Coco Hostel Osaka","https://www.hostelworld.com/hosteldetails.php/Coco-Hostel-Osaka/Osaka/275063",7.7,"CA$25.14","4.7km from city centre  - Show on Map"
"337","Yamatoya Honten, Namba Dotombori","https://www.hostelworld.com/hosteldetails.php/Yamatoya-Honten-Namba-Dotombori/Osaka/5506",0,"CA$58.19","4.2km from city centre  - Show on Map"
"338","Guesthouse Siam","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Siam/Osaka/274872",8.3,"CA$35.92","5.9km from city centre  - Show on Map"
"339","Senba Hostel","https://www.hostelworld.com/hosteldetails.php/Senba-Hostel/Osaka/264539",4,"CA$41.91","3.2km from city centre  - Show on Map"
"340","Poly Hostel 2 Namba","https://www.hostelworld.com/hosteldetails.php/Poly-Hostel-2-Namba/Osaka/285600",10,"CA$23.95","4.8km from city centre  - Show on Map"
"341","Osaka Hokko Marina Resort Guesthouse-Female Only","https://www.hostelworld.com/hosteldetails.php/Osaka-Hokko-Marina-Resort-Guesthouse-Female-Only/Osaka/100893",0,"CA$17.96","9.2km from city centre  - Show on Map"
"342","Hotel Raizan South","https://www.hostelworld.com/hosteldetails.php/Hotel-Raizan-South/Osaka/11757",9.4,"CA$23.95","6.5km from city centre  - Show on Map"
"343","Music Uni Street Backpackers Hostel","https://www.hostelworld.com/hosteldetails.php/Music-Uni-Street-Backpackers-Hostel/Osaka/274850",8.9,"CA$35.56","6km from city centre  - Show on Map"
"344","Sleepers Guesthouse","https://www.hostelworld.com/hosteldetails.php/Sleepers-Guesthouse/Osaka/292191",0,"CA$11973.58","2km from city centre  - Show on Map"
"345","Lore Hostel Dontonbori","https://www.hostelworld.com/hosteldetails.php/Lore-Hostel-Dontonbori/Osaka/280280",8.3,"CA$15.57","4.3km from city centre  - Show on Map"
"346","Hotel Chuo","https://www.hostelworld.com/hosteldetails.php/Hotel-Chuo/Osaka/11873",0,"CA$17.96","6.4km from city centre  - Show on Map"
"347","Osaka International Youth Hostel","https://www.hostelworld.com/hosteldetails.php/Osaka-International-Youth-Hostel/Osaka/34777",6.3,"CA$34.48","20.3km from city centre  - Show on Map"
"348","GUSH Shinsaibashi","https://www.hostelworld.com/hosteldetails.php/GUSH-Shinsaibashi/Osaka/281773",0,"CA$35.92","3.7km from city centre  - Show on Map"
"349","Hostel Namba Takumi","https://www.hostelworld.com/hosteldetails.php/Hostel-Namba-Takumi/Osaka/287035",7.4,"CA$23.95","4.6km from city centre  - Show on Map"
"350","Osaka Guest House DOYA","https://www.hostelworld.com/hosteldetails.php/Osaka-Guest-House-DOYA/Osaka/291266",8,"CA$14.97","6.8km from city centre  - Show on Map"
"351","Sakura Guest House","https://www.hostelworld.com/hosteldetails.php/Sakura-Guest-House/Osaka/89179",0,"CA$32.33","4.3km from city centre  - Show on Map"
"352","YADOKARI Namba Hostel","https://www.hostelworld.com/hosteldetails.php/YADOKARI-Namba-Hostel/Osaka/275473",9.7,"CA$29.92","4.7km from city centre  - Show on Map"
"353","Hotel July","https://www.hostelworld.com/hosteldetails.php/Hotel-July/Osaka/280881",0,"CA$113.75","4.6km from city centre  - Show on Map"
"354","Hostel AI","https://www.hostelworld.com/hosteldetails.php/Hostel-AI/Osaka/265533",2,"CA$11973.58","5.3km from city centre  - Show on Map"
"355","Daikoku Hostel","https://www.hostelworld.com/hosteldetails.php/Daikoku-Hostel/Osaka/82106",8,"CA$33.53","5.8km from city centre  - Show on Map"
"356","Guest house Wa N Wa","https://www.hostelworld.com/hosteldetails.php/Guest-house-Wa-N-Wa/Osaka/279274",0,"CA$25.14","5.9km from city centre  - Show on Map"
"357","Keimei Guest House","https://www.hostelworld.com/hosteldetails.php/Keimei-Guest-House/Osaka/276946",0,"CA$29.39","6.9km from city centre  - Show on Map"
"358","Hotel Chuo Selene","https://www.hostelworld.com/hosteldetails.php/Hotel-Chuo-Selene/Osaka/12032",0,"CA$47.89","6.4km from city centre  - Show on Map"
"359","Airport Osaka","https://www.hostelworld.com/hosteldetails.php/Airport-Osaka/Osaka/290946",0,"CA$14.91","31.2km from city centre  - Show on Map"
"360","Kaneyoshi Ryokan, Namba Dotombori","https://www.hostelworld.com/hosteldetails.php/Kaneyoshi-Ryokan-Namba-Dotombori/Osaka/10844",0,"CA$77.59","4.2km from city centre  - Show on Map"
"361","Bar & Hostel MONDO","https://www.hostelworld.com/hosteldetails.php/Bar-and-Hostel-MONDO/Osaka/275577",0,"CA$39.51","5.6km from city centre  - Show on Map"
"362","GATE80","https://www.hostelworld.com/hosteldetails.php/GATE80/Osaka/276168",0,"CA$15.57","10km from city centre  - Show on Map"
"363","Hotel Kaga","https://www.hostelworld.com/hosteldetails.php/Hotel-Kaga/Osaka/72373",0,"CA$23.95","6.5km from city centre  - Show on Map"
"364","Poka Poka Hotel","https://www.hostelworld.com/hosteldetails.php/Poka-Poka-Hotel/Osaka/290889",0,"CA$35.92","4.5km from city centre  - Show on Map"
"365","Backpackers Hostel K's House Hiroshima","https://www.hostelworld.com/hosteldetails.php/Backpackers-Hostel-K-s-House-Hiroshima/Hiroshima/30699",9.1,"CA$31.13","1.9km from city centre  - Show on Map"
"366","Santiago Guesthouse Hiroshima","https://www.hostelworld.com/hosteldetails.php/Santiago-Guesthouse-Hiroshima/Hiroshima/100757",8.6,"CA$23.95","0.7km from city centre  - Show on Map"
"367","Guesthouse Hiroshima Mange Tak","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Hiroshima-Mange-Tak/Hiroshima/280498",9.3,"CA$35.92","1.4km from city centre  - Show on Map"
"368","Hostel Mallika","https://www.hostelworld.com/hosteldetails.php/Hostel-Mallika/Hiroshima/282405",9.2,"CA$26.34","0.7km from city centre  - Show on Map"
"369","Hiroshima Hostel EN","https://www.hostelworld.com/hosteldetails.php/Hiroshima-Hostel-EN/Hiroshima/278400",9.4,"CA$32.33","2.6km from city centre  - Show on Map"
"370","J-Hoppers Hiroshima Guesthouse","https://www.hostelworld.com/hosteldetails.php/J-Hoppers-Hiroshima-Guesthouse/Hiroshima/18498",9.2,"CA$27.54","1.1km from city centre  - Show on Map"
"371","The Evergreen Hostel","https://www.hostelworld.com/hosteldetails.php/The-Evergreen-Hostel/Hiroshima/267883",8.9,"CA$23.95","1.5km from city centre  - Show on Map"
"372","Simple Stay Peacepark","https://www.hostelworld.com/hosteldetails.php/Simple-Stay-Peacepark/Hiroshima/291156",7.9,"CA$21.55","0.7km from city centre  - Show on Map"
"373","Guest House Roku","https://www.hostelworld.com/hosteldetails.php/Guest-House-Roku/Hiroshima/87086",9.3,"CA$34.72","2.7km from city centre  - Show on Map"
"374","Omotenashi Hostel Miyajima","https://www.hostelworld.com/hosteldetails.php/Omotenashi-Hostel-Miyajima/Hiroshima/265780",9.2,"CA$29.93","13.5km from city centre  - Show on Map"
"375","Hostel & Cafe Bar Backpackers Miyajima","https://www.hostelworld.com/hosteldetails.php/Hostel-and-Cafe-Bar-Backpackers-Miyajima/Hiroshima/31705",9.5,"CA$34.72","16.1km from city centre  - Show on Map"
"376","Hotel S-plus Hiroshima Peace Park","https://www.hostelworld.com/hosteldetails.php/Hotel-S-plus-Hiroshima-Peace-Park/Hiroshima/294011",0,"CA$28.74","0.4km from city centre  - Show on Map"
"377","Hiroshima Hana Hostel","https://www.hostelworld.com/hosteldetails.php/Hiroshima-Hana-Hostel/Hiroshima/29371",8.7,"CA$27.54","2.4km from city centre  - Show on Map"
"378","Hostel Kawate-ya","https://www.hostelworld.com/hosteldetails.php/Hostel-Kawate-ya/Hiroshima/294244",9.3,"CA$27.54","1.8km from city centre  - Show on Map"
"379","Hiroshima Fan’s Hostel","https://www.hostelworld.com/hosteldetails.php/Hiroshima-Fans-Hostel/Hiroshima/290926",10,"CA$35.92","16.2km from city centre  - Show on Map"
"380","Hostel & Powder Room Crane(female only)","https://www.hostelworld.com/hosteldetails.php/Hostel-and-Powder-Room-Crane-female-only/Hiroshima/290060",9.9,"CA$31.92","1.1km from city centre  - Show on Map"
"381","SUMIYA Spa & Hotel","https://www.hostelworld.com/hosteldetails.php/SUMIYA-Spa-and-Hotel/Hiroshima/290888",8.6,"CA$41.91","1.9km from city centre  - Show on Map"
"382","Ikawa Ryokan","https://www.hostelworld.com/hosteldetails.php/Ikawa-Ryokan/Hiroshima/24382",0,"CA$65.85","1.1km from city centre  - Show on Map"
"383","Common de Hostel & Bar","https://www.hostelworld.com/hosteldetails.php/Common-de-Hostel-and-Bar/Fukuoka/285851",9.3,"CA$37.72","0km from city centre  - Show on Map"
"384","& And Hostel","https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel/Fukuoka/269759",9.1,"CA$31.61","0km from city centre  - Show on Map"
"385","Fukuoka Hana Hostel","https://www.hostelworld.com/hosteldetails.php/Fukuoka-Hana-Hostel/Fukuoka/71709",9.1,"CA$29.93","0km from city centre  - Show on Map"
"386","THE LIFE hostel & bar lounge","https://www.hostelworld.com/hosteldetails.php/THE-LIFE-hostel-and-bar-lounge/Fukuoka/276460",9,"CA$28.50","0km from city centre  - Show on Map"
"387","Ark Blue Hotel","https://www.hostelworld.com/hosteldetails.php/Ark-Blue-Hotel/Fukuoka/279903",9.1,"CA$29.93","0km from city centre  - Show on Map"
"388","Kia Ora Budgetstay","https://www.hostelworld.com/hosteldetails.php/Kia-Ora-Budgetstay/Fukuoka/73617",8.9,"CA$31.13","0km from city centre  - Show on Map"
"389","WeBase HAKATA","https://www.hostelworld.com/hosteldetails.php/WeBase-HAKATA/Fukuoka/279321",9.2,"CA$35.92","0km from city centre  - Show on Map"
"390","Hakozaki Garden Guesthouse","https://www.hostelworld.com/hosteldetails.php/Hakozaki-Garden-Guesthouse/Fukuoka/292872",9.6,"CA$29.69","0km from city centre  - Show on Map"
"391","Fukuoka Backpackers Hostel","https://www.hostelworld.com/hosteldetails.php/Fukuoka-Backpackers-Hostel/Fukuoka/18592",8.3,"CA$27.54","0km from city centre  - Show on Map"
"392","Hostel TOKI","https://www.hostelworld.com/hosteldetails.php/Hostel-TOKI/Fukuoka/286150",9.6,"CA$33.53","0km from city centre  - Show on Map"
"393","Tonagi Hostel × Cafe","https://www.hostelworld.com/hosteldetails.php/Tonagi-Hostel-Cafe/Fukuoka/268336",8.3,"CA$29.93","0km from city centre  - Show on Map"
"394","Hostel Stand By Me","https://www.hostelworld.com/hosteldetails.php/Hostel-Stand-By-Me/Fukuoka/281155",8.7,"CA$59.87","0km from city centre  - Show on Map"
"395","B&C Gakubuchi","https://www.hostelworld.com/hosteldetails.php/B-and-C-Gakubuchi/Fukuoka/290680",9.5,"CA$47.89","0km from city centre  - Show on Map"
"396","Fukuoka Guesthouse Little Asia Kokura","https://www.hostelworld.com/hosteldetails.php/Fukuoka-Guesthouse-Little-Asia-Kokura/Fukuoka/85975",7.7,"CA$23.95","0km from city centre  - Show on Map"
"397","Bed Stock","https://www.hostelworld.com/hosteldetails.php/Bed-Stock/Fukuoka/282684",7.7,"CA$29.93","0km from city centre  - Show on Map"
"398","The Gate Hostel","https://www.hostelworld.com/hosteldetails.php/The-Gate-Hostel/Fukuoka/291890",8.7,"CA$17.72","0km from city centre  - Show on Map"
"399","Guest House Hokorobi","https://www.hostelworld.com/hosteldetails.php/Guest-House-Hokorobi/Fukuoka/82863",9.4,"CA$28.74","0km from city centre  - Show on Map"
"400","Trip Pod Fukuoka - snack & bed -","https://www.hostelworld.com/hosteldetails.php/Trip-Pod-Fukuoka-snack-and-bed-/Fukuoka/290589",9.1,"CA$39.51","0km from city centre  - Show on Map"
"401","Book And Bed Tokyo Fukuoka","https://www.hostelworld.com/hosteldetails.php/Book-And-Bed-Tokyo-Fukuoka/Fukuoka/281397",6.6,"CA$51.73","0km from city centre  - Show on Map"
"402","Norishico Auto Guesthouse","https://www.hostelworld.com/hosteldetails.php/Norishico-Auto-Guesthouse/Fukuoka/271584",10,"CA$33.53","0km from city centre  - Show on Map"
"403","HATAGO tenjin","https://www.hostelworld.com/hosteldetails.php/HATAGO-tenjin/Fukuoka/278000",7.1,"CA$29.93","0km from city centre  - Show on Map"
"404","Guest House Kaine","https://www.hostelworld.com/hosteldetails.php/Guest-House-Kaine/Fukuoka/32566",9,"CA$29.93","0km from city centre  - Show on Map"
"405","Harborside Guest House MINATO","https://www.hostelworld.com/hosteldetails.php/Harborside-Guest-House-MINATO/Fukuoka/273884",9.1,"CA$29.93","0km from city centre  - Show on Map"
"406","Iikane Palette","https://www.hostelworld.com/hosteldetails.php/Iikane-Palette/Fukuoka/278294",0,"CA$11973.58","0km from city centre  - Show on Map"
"407","Hostel & Dining Tanga Table","https://www.hostelworld.com/hosteldetails.php/Hostel-and-Dining-Tanga-Table/Fukuoka/100930",0,"CA$33.53","0km from city centre  - Show on Map"
